item_key    style_category    item_url    item_type   style_key color
casual_item_0000	casual	https://store.musinsa.com/app/goods/1933760/0	상의	casual_000	black
casual_item_0001	casual	https://store.musinsa.com/app/goods/782708/0	바지	casual_000	brown	   
casual_item_0006	casual	https://store.musinsa.com/app/goods/1981319/0	상의	casual_001	brown
casual_item_0007	casual	https://store.musinsa.com/app/goods/1957564/0	상의	casual_001	brown
casual_item_0008	casual	https://store.musinsa.com/app/goods/1981303/0	바지	casual_001	grey
casual_item_0014	casual	https://store.musinsa.com/app/goods/1946034/0	상의	casual_002	pink
casual_item_0015	casual	https://store.musinsa.com/app/goods/1788773/0	바지	casual_002	red	
casual_item_0021	casual	https://store.musinsa.com/app/goods/1946036/0	상의	casual_003	white
casual_item_0022	casual	https://store.musinsa.com/app/goods/1946001/0	바지	casual_003	navy
casual_item_0027	casual	https://store.musinsa.com/app/goods/1874100/0	아우터	casual_004	black
casual_item_0028	casual	https://store.musinsa.com/app/goods/1966251/0	상의	casual_004	blue
casual_item_0029	casual	https://store.musinsa.com/app/goods/1946022/0	바지	casual_004	blue
casual_item_0033	casual	https://store.musinsa.com/app/goods/1912569/0	상의	casual_005	white
casual_item_0034	casual	https://store.musinsa.com/app/goods/1915030/0	바지	casual_005	blue
casual_item_0039	casual	https://store.musinsa.com/app/goods/1901121/0	상의	casual_006	white
casual_item_0040	casual	https://store.musinsa.com/app/goods/1949001/0	바지	casual_006	blue
casual_item_0047	casual	https://store.musinsa.com/app/goods/1958993/0	상의	casual_007	grey
casual_item_0048	casual	https://store.musinsa.com/app/goods/1950170/0	바지	casual_007	black
casual_item_0053	casual	https://store.musinsa.com/app/goods/1944361/0	상의	casual_008	grey
casual_item_0054	casual	https://store.musinsa.com/app/goods/1950171/0	바지	casual_008	white
casual_item_0059	casual	https://store.musinsa.com/app/goods/1920863/0	상의	casual_009	brown
casual_item_0060	casual	https://store.musinsa.com/app/goods/1964589/0	바지	casual_009	white
casual_item_0168	casual	https://store.musinsa.com/app/goods/1969828/0	상의	casual_027	white
casual_item_0169	casual	https://store.musinsa.com/app/goods/1325471/0	상의	casual_027	white
casual_item_0170	casual	https://store.musinsa.com/app/goods/1914373/0	바지	casual_027	beige
easy-casual_item_0000	easy-casual	https://store.musinsa.com/app/goods/1920862/0	상의	easy-casual_000	white
easy-casual_item_0001	easy-casual	https://store.musinsa.com/app/goods/1920861/0	상의	easy-casual_000	white
easy-casual_item_0002	easy-casual	https://store.musinsa.com/app/goods/1874546/0	바지	easy-casual_000	grey
easy-casual_item_0008	easy-casual	https://store.musinsa.com/app/goods/1388639/0	상의	easy-casual_001	white
easy-casual_item_0009	easy-casual	https://store.musinsa.com/app/goods/1798216/0	상의	easy-casual_001	brown
easy-casual_item_0010	easy-casual	https://store.musinsa.com/app/goods/1801655/0	바지	easy-casual_001	white
easy-casual_item_0015	easy-casual	https://store.musinsa.com/app/goods/1959702/0	아우터	easy-casual_002	beige
easy-casual_item_0016	easy-casual	https://store.musinsa.com/app/goods/1432188/0	상의	easy-casual_002	white
easy-casual_item_0017	easy-casual	https://store.musinsa.com/app/goods/1874542/0	바지	easy-casual_002	black
easy-casual_item_0021	easy-casual	https://store.musinsa.com/app/goods/1959703/0	아우터	easy-casual_003	grey
easy-casual_item_0022	easy-casual	https://store.musinsa.com/app/goods/1388830/0	상의	easy-casual_003	black
easy-casual_item_0023	easy-casual	https://store.musinsa.com/app/goods/1874544/0	바지	easy-casual_003	white
easy-casual_item_0028	easy-casual	https://store.musinsa.com/app/goods/1920869/0	원피스	easy-casual_004	navy
easy-casual_item_0032	easy-casual	https://store.musinsa.com/app/goods/1972007/0	상의	easy-casual_005	grey
easy-casual_item_0033	easy-casual	https://store.musinsa.com/app/goods/1973440/0	바지	easy-casual_005	grey
easy-casual_item_0036	easy-casual	https://store.musinsa.com/app/goods/1957569/0	상의	easy-casual_006	grey
easy-casual_item_0037	easy-casual	https://store.musinsa.com/app/goods/1946020/0	바지	easy-casual_006	green
easy-casual_item_0043	easy-casual	https://store.musinsa.com/app/goods/1925128/0	상의	easy-casual_007	beige
easy-casual_item_0044	easy-casual	https://store.musinsa.com/app/goods/1904101/0	바지	easy-casual_007	white
easy-casual_item_0049	easy-casual	https://store.musinsa.com/app/goods/1813629/0	상의	easy-casual_008	white
easy-casual_item_0055	easy-casual	https://store.musinsa.com/app/goods/1969824/0	상의	easy-casual_009	white
easy-casual_item_0056	easy-casual	https://store.musinsa.com/app/goods/1898984/0	바지	easy-casual_009	grey
easy-casual_item_0060	easy-casual	https://store.musinsa.com/app/goods/1983974/0	바지	easy-casual_010	navy
easy-casual_item_0061	easy-casual	https://store.musinsa.com/app/goods/1983968/0	상의	easy-casual_010	blue
easy-casual_item_0082	easy-casual	https://store.musinsa.com/app/goods/1945129/0	상의	easy-casual_014	white
easy-casual_item_0083	easy-casual	https://store.musinsa.com/app/goods/1798216/0	상의	easy-casual_014	navy
easy-casual_item_0084	easy-casual	https://store.musinsa.com/app/goods/1785064/0	바지	easy-casual_014	white
street_item_0000	street	https://store.musinsa.com/app/goods/1964568/0	상의	street_000	black
street_item_0001	street	https://store.musinsa.com/app/goods/1788773/0	바지	street_000	red
street_item_0005	street	https://store.musinsa.com/app/goods/1980724/0	아우터	street_001	grey
street_item_0006	street	https://store.musinsa.com/app/goods/1953636/0	상의	street_001	red
street_item_0007	street	https://store.musinsa.com/app/goods/1982357/0	바지	street_001	white
street_item_0011	street	https://store.musinsa.com/app/goods/1980684/0	상의	street_002	white
street_item_0012	street	https://store.musinsa.com/app/goods/1964385/0	바지	street_002	white
street_item_0017	street	https://store.musinsa.com/app/goods/1949985/0	상의	street_003	grey
street_item_0018	street	https://store.musinsa.com/app/goods/1952954/0	바지	street_003	black
street_item_0023	street	https://store.musinsa.com/app/goods/1961772/0	상의	street_004	black
street_item_0024	street	https://store.musinsa.com/app/goods/1949856/0	스커트	street_004	green
street_item_0028	street	https://store.musinsa.com/app/goods/1853763/0	상의	street_005	white	
street_item_0029	street	https://store.musinsa.com/app/goods/1940751/0	바지	street_005	green
street_item_0033	street	https://store.musinsa.com/app/goods/1943222/0	상의	street_006	blue
street_item_0034	street	https://store.musinsa.com/app/goods/1943228/0	바지	street_006	blue
street_item_0046	street	https://store.musinsa.com/app/goods/1925302/0	아우터	street_008	black
street_item_0047	street	https://store.musinsa.com/app/goods/1969828/0	상의	street_008	white
street_item_0048	street	https://store.musinsa.com/app/goods/1963010/0	바지	street_008	black
street_item_0079	street	https://store.musinsa.com/app/goods/1960071/0	상의	street_013	green
street_item_0080	street	https://store.musinsa.com/app/goods/1936678/0	바지	street_013	white
street_item_0085	street	https://store.musinsa.com/app/goods/1920319/0	상의	street_014	black
street_item_0086	street	https://store.musinsa.com/app/goods/1387695/0	바지	street_014	black
street_item_0091	street	https://store.musinsa.com/app/goods/1960002/0	상의	street_015	orange
street_item_0092	street	https://store.musinsa.com/app/goods/1946694/0	바지	street_015	black
formal_item_0000	formal	https://store.musinsa.com/app/goods/1391332/0	상의	formal_000	grey		
formal_item_0001	formal	https://store.musinsa.com/app/goods/1980321/0	바지	formal_000	grey
formal_item_0005	formal	https://store.musinsa.com/app/goods/1959203/0	상의	formal_001	beige	
formal_item_0006	formal	https://store.musinsa.com/app/goods/1970106/0	바지	formal_001	black
formal_item_0010	formal	https://store.musinsa.com/app/goods/1916310/0	상의	formal_002	grey	
formal_item_0011	formal	https://store.musinsa.com/app/goods/1958506/0	바지	formal_002	grey
formal_item_0015	formal	https://store.musinsa.com/app/goods/1900374/0	상의	formal_003	black	
formal_item_0016	formal	https://store.musinsa.com/app/goods/1801262/0	바지	formal_003	brown
formal_item_0020	formal	https://store.musinsa.com/app/goods/1391330/0	상의	formal_004	black	
formal_item_0021	formal	https://store.musinsa.com/app/goods/1972005/0	바지	formal_004	black
formal_item_0056	formal	https://store.musinsa.com/app/goods/1933874/0	상의	formal_011	white
formal_item_0057	formal	https://store.musinsa.com/app/goods/1945327/0	바지	formal_011	brown
formal_item_0062	formal	https://store.musinsa.com/app/goods/1923976/0	상의	formal_012	white
formal_item_0063	formal	https://store.musinsa.com/app/goods/1959592/0	바지	formal_012	grey
formal_item_0067	formal	https://store.musinsa.com/app/goods/1989824/0	아우터	formal_013	white
formal_item_0068	formal	https://store.musinsa.com/app/goods/1975956/0	상의	formal_013	white
formal_item_0069	formal	https://store.musinsa.com/app/goods/1945321/0	바지	formal_013	brown
formal_item_0073	formal	https://store.musinsa.com/app/goods/1907184/0	상의	formal_014	blue
formal_item_0074	formal	https://store.musinsa.com/app/goods/1945319/0	바지	formal_014	black
formal_item_0083	formal	https://store.musinsa.com/app/goods/1936019/0	원피스	formal_016	black
formal_item_0084	formal	https://store.musinsa.com/app/goods/1952975/0	상의	formal_016	white
formal_item_0089	formal	https://store.musinsa.com/app/goods/1886490/0	상의	formal_017	black
formal_item_0090	formal	https://store.musinsa.com/app/goods/1950943/0	바지	formal_017	blue
sports_item_0000	sports	https://store.musinsa.com/app/goods/1969909/0	상의	sports_000	navy
sports_item_0001	sports	https://store.musinsa.com/app/goods/1800634/0	바지	sports_000	black
sports_item_0006	sports	https://store.musinsa.com/app/goods/1969560/0	아우터	sports_001	white
sports_item_0008	sports	https://store.musinsa.com/app/goods/1975488/0	바지	sports_001	black
sports_item_0010	sports	https://store.musinsa.com/app/goods/1975507/0	아우터	sports_002	white
